"taxa","family","genus","lme","rank","survey"
"Pagrus pagrus","Sparidae","Pagrus","24","Species","IE-IGFS"
"Gobiidae","Gobiidae",NA,"24","Family","IE-IGFS"
"Spinachia spinachia","Gasterosteidae","Spinachia","24","Species","IE-IGFS"
"Leucoraja circularis","Rajidae","Leucoraja","24","Species","IE-IGFS"
"Dalatias licha","Dalatiidae","Dalatias","24","Species","IE-IGFS"
"Pagellus bogaraveo","Sparidae","Pagellus","24","Species","IE-IGFS"
"Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes","24","Species","IE-IGFS"
"Beryx splendens","Berycidae","Beryx","24","Species","IE-IGFS"
"Raniceps raninus","Gadidae","Raniceps","24","Species","IE-IGFS"
"Notoscopelus kroyeri","Myctophidae","Notoscopelus","24","Species","IE-IGFS"
"Scomber japonicus","Scombridae","Scomber","24","Species","IE-IGFS"
"Chimaera opalescens","Chimaeridae","Chimaera","24","Species","IE-IGFS"
"Symphodus melops","Labridae","Symphodus","24","Species","IE-IGFS"
"Balistes capriscus","Balistidae","Balistes","24","Species","IE-IGFS"
"Atherina presbyter","Atherinidae","Atherina","24","Species","IE-IGFS"
"Ammodytes","Ammodytidae","Ammodytes","24","Genus","NIGFS"
"Clupea harengus","Clupeidae","Clupea","24","Species","NIGFS"
"Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus","24","Species","NIGFS"
"Merlangius merlangus","Gadidae","Merlangius","24","Species","NIGFS"
"Trisopterus esmarkii","Gadidae","Trisopterus","24","Species","NIGFS"
"Gadus morhua","Gadidae","Gadus","24","Species","NIGFS"
"Trachurus trachurus","Carangidae","Trachurus","24","Species","NIGFS"
"Sprattus sprattus","Clupeidae","Sprattus","24","Species","NIGFS"
"Pleuronectes platessa","Pleuronectidae","Pleuronectes","24","Species","NIGFS"
"Limanda limanda","Pleuronectidae","Limanda","24","Species","NIGFS"
"Engraulis encrasicolus","Engraulidae","Engraulis","24","Species","NIGFS"
"Eutrigla gurnardus","Triglidae","Eutrigla","24","Species","NIGFS"
"Microstomus kitt","Pleuronectidae","Microstomus","24","Species","NIGFS"
"Callionymus lyra","Callionymidae","Callionymus","24","Species","NIGFS"
"Trisopterus minutus","Gadidae","Trisopterus","24","Species","NIGFS"
"Lophius piscatorius","Lophiidae","Lophius","24","Species","NIGFS"
"Micromesistius poutassou","Gadidae","Micromesistius","24","Species","NIGFS"
"Raja montagui","Rajidae","Raja","24","Species","NIGFS"
"Microchirus variegatus","Soleidae","Microchirus","24","Species","NIGFS"
"Melanogrammus aeglefinus","Gadidae","Melanogrammus","24","Species","NIGFS"
"Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus","24","Species","NIGFS"
"Solea solea","Soleidae","Solea","24","Species","NIGFS"
"Raja clavata","Rajidae","Raja","24","Species","NIGFS"
"Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus","24","Species","NIGFS"
"Scyliorhinus stellaris","Scyliorhinidae","Scyliorhinus","24","Species","NIGFS"
"Chelidonichthys lucerna","Triglidae","Chelidonichthys","24","Species","NIGFS"
"Agonus cataphractus","Agonidae","Agonus","24","Species","NIGFS"
"Platichthys flesus","Pleuronectidae","Platichthys","24","Species","NIGFS"
"Arnoglossus laterna","Bothidae","Arnoglossus","24","Species","NIGFS"
"Scomber scombrus","Scombridae","Scomber","24","Species","NIGFS"
"Trisopterus luscus","Gadidae","Trisopterus","24","Species","NIGFS"
"Merluccius merluccius","Merlucciidae","Merluccius","24","Species","NIGFS"
"Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides","24","Species","NIGFS"
"Gobiidae","Gobiidae",NA,"24","Family","NIGFS"
"Taurulus bubalis","Cottidae","Taurulus","24","Species","NIGFS"
"Liparis","Liparidae","Liparis","24","Genus","NIGFS"
"Chelidonichthys cuculus","Triglidae","Chelidonichthys","24","Species","NIGFS"
"Raja brachyura","Rajidae","Raja","24","Species","NIGFS"
"Chelidonichthys lastoviza","Triglidae","Chelidonichthys","24","Species","NIGFS"
"Zeugopterus punctatus","Scophthalmidae","Zeugopterus","24","Species","NIGFS"
"Zeugopterus regius","Scophthalmidae","Zeugopterus","24","Species","NIGFS"
"Argentinidae","Argentinidae",NA,"24","Family","NIGFS"
"Enchelyopus cimbrius","Lotidae","Enchelyopus","24","Species","NIGFS"
"Lumpenus lampretaeformis","Stichaeidae","Lumpenus","24","Species","NIGFS"
"Echiichthys vipera","Trachinidae","Echiichthys","24","Species","NIGFS"
"Scophthalmus rhombus","Scophthalmidae","Scophthalmus","24","Species","NIGFS"
"Callionymus","Callionymidae","Callionymus","24","Genus","NIGFS"
"Cepola macrophthalma","Cepolidae","Cepola","24","Species","NIGFS"
"Labrus bergylta","Labridae","Labrus","24","Species","NIGFS"
"Squalus acanthias","Squalidae","Squalus","24","Species","NIGFS"
"Mustelus","Triakidae","Mustelus","24","Genus","NIGFS"
"Mullus surmuletus","Mullidae","Mullus","24","Species","NIGFS"
"Ctenolabrus rupestris","Labridae","Ctenolabrus","24","Species","NIGFS"
"Lesueurigobius friesii","Gobiidae","Lesueurigobius","24","Species","NIGFS"
"Leucoraja naevus","Rajidae","Leucoraja","24","Species","NIGFS"
"Ciliata","Lotidae","Ciliata","24","Genus","NIGFS"
"Capros aper","Caproidae","Capros","24","Species","NIGFS"
"Blennius ocellaris","Blenniidae","Blennius","24","Species","NIGFS"
"Maurolicus muelleri","Sternoptychidae","Maurolicus","24","Species","NIGFS"
"Pollachius pollachius","Gadidae","Pollachius","24","Species","NIGFS"
"Buglossidium luteum","Soleidae","Buglossidium","24","Species","NIGFS"
"Petromyzontidae","Petromyzontidae",NA,"24","Family","NIGFS"
"Gaidropsarus vulgaris","Lotidae","Gaidropsarus","24","Species","NIGFS"
"Syngnathus","Syngnathidae","Syngnathus","24","Genus","NIGFS"
"Zeus faber","Zeidae","Zeus","24","Species","NIGFS"
"Galeus melastomus","Pentanchidae","Galeus","24","Species","NIGFS"
"Hyperoplus","Ammodytidae","Hyperoplus","24","Genus","NIGFS"
"Pollachius virens","Gadidae","Pollachius","24","Species","NIGFS"
"Scophthalmus maximus","Scophthalmidae","Scophthalmus","24","Species","NIGFS"
"Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus","24","Species","NIGFS"
"Cyclopterus lumpus","Cyclopteridae","Cyclopterus","24","Species","NIGFS"
"Pholis gunnellus","Pholidae","Pholis","24","Species","NIGFS"
"Pomatoschistus","Gobiidae","Pomatoschistus","24","Genus","NIGFS"
"Conger conger","Congridae","Conger","24","Species","NIGFS"
"Symphodus melops","Labridae","Symphodus","24","Species","NIGFS"
"Molva molva","Lotidae","Molva","24","Species","NIGFS"
"Dicentrarchus labrax","Moronidae","Dicentrarchus","24","Species","NIGFS"
"Trachinus draco","Trachinidae","Trachinus","24","Species","NIGFS"
"Labrus mixtus","Labridae","Labrus","24","Species","NIGFS"
"Galeorhinus galeus","Triakidae","Galeorhinus","24","Species","NIGFS"
"Sardina pilchardus","Clupeidae","Sardina","24","Species","NIGFS"
"Salmo","Salmonidae","Salmo","24","Genus","NIGFS"
"Petromyzon marinus","Petromyzontidae","Petromyzon","24","Species","NIGFS"
"Belone belone","Belonidae","Belone","24","Species","NIGFS"
"Alosa","Clupeidae","Alosa","24","Genus","NIGFS"
"Dipturus","Rajidae","Dipturus","24","Genus","NIGFS"
"Aphia minuta","Gobiidae","Aphia","24","Species","NIGFS"
"Anguilla anguilla","Anguillidae","Anguilla","24","Species","NIGFS"
"Myoxocephalus scorpius","Cottidae","Myoxocephalus","24","Species","NIGFS"
"Bathyraja brachyurops","Arhynchobatidae","Bathyraja","24","Species","NIGFS"
"Hyperoplus lanceolatus","Ammodytidae","Hyperoplus","24","Species","NIGFS"
"Atherina presbyter","Atherinidae","Atherina","24","Species","NIGFS"
"Salmo trutta trutta","Salmonidae","Salmo","24","Subspecies","NIGFS"
"Raniceps raninus","Gadidae","Raniceps","24","Species","NIGFS"
"Diplecogaster bimaculata bimaculata","Gobiesocidae","Diplecogaster","24","Subspecies","NIGFS"
"Helicolenus dactylopterus","Sebastidae","Helicolenus","24","Species","NIGFS"
"Scomber scombrus","Scombridae","Scomber","25","Species","PT-IBTS"
"Alosa","Clupeidae","Alosa","25","Genus","PT-IBTS"
"Micromesistius poutassou","Gadidae","Micromesistius","25","Species","PT-IBTS"
"Merluccius merluccius","Merlucciidae","Merluccius","25","Species","PT-IBTS"
"Mullus surmuletus","Mullidae","Mullus","25","Species","PT-IBTS"
"Capros aper","Caproidae","Capros","25","Species","PT-IBTS"
"Boops boops","Sparidae","Boops","25","Species","PT-IBTS"
"Serranus hepatus","Serranidae","Serranus","25","Species","PT-IBTS"
"Lepidopus caudatus","Trichiuridae","Lepidopus","25","Species","PT-IBTS"
"Trachurus picturatus","Carangidae","Trachurus","25","Species","PT-IBTS"
"Lepidotrigla","Triglidae","Lepidotrigla","25","Genus","PT-IBTS"
"Macroramphosus","Centriscidae","Macroramphosus","25","Genus","PT-IBTS"
"Citharus linguatula","Citharidae","Citharus","25","Species","PT-IBTS"
"Scomber colias","Scombridae","Scomber","25","Species","PT-IBTS"
"Engraulis","Engraulidae","Engraulis","25","Genus","PT-IBTS"
"Helicolenus dactylopterus","Sebastidae","Helicolenus","25","Species","PT-IBTS"
"Pagrus pagrus","Sparidae","Pagrus","25","Species","PT-IBTS"
"Trachurus trachurus","Carangidae","Trachurus","25","Species","PT-IBTS"
"Arnoglossus laterna","Bothidae","Arnoglossus","25","Species","PT-IBTS"
"Hyperoplus lanceolatus","Ammodytidae","Hyperoplus","25","Species","PT-IBTS"
"Raja brachyura","Rajidae","Raja","25","Species","PT-IBTS"
"Trachinus draco","Trachinidae","Trachinus","25","Species","PT-IBTS"
"Zeus faber","Zeidae","Zeus","25","Species","PT-IBTS"
"Spondyliosoma cantharus","Sparidae","Spondyliosoma","25","Species","PT-IBTS"
"Chelidonichthys lastoviza","Triglidae","Chelidonichthys","25","Species","PT-IBTS"
"Pagellus erythrinus","Sparidae","Pagellus","25","Species","PT-IBTS"
"Chelon auratus","Mugilidae","Chelon","25","Species","PT-IBTS"
"Pagellus acarne","Sparidae","Pagellus","25","Species","PT-IBTS"
"Diplodus vulgaris","Sparidae","Diplodus","25","Species","PT-IBTS"
"Malacocephalus laevis","Macrouridae","Malacocephalus","25","Species","PT-IBTS"
"Lepidorhombus boscii","Scophthalmidae","Lepidorhombus","25","Species","PT-IBTS"
"Cyttopsis rosea","Parazenidae","Cyttopsis","25","Species","PT-IBTS"
"Trisopterus luscus","Gadidae","Trisopterus","25","Species","PT-IBTS"
"Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus","25","Species","PT-IBTS"
"Conger conger","Congridae","Conger","25","Species","PT-IBTS"
"Chelidonichthys cuculus","Triglidae","Chelidonichthys","25","Species","PT-IBTS"
"Synchiropus phaeton","Callionymidae","Synchiropus","25","Species","PT-IBTS"
"Sprattus sprattus","Clupeidae","Sprattus","25","Species","PT-IBTS"
"Sardina pilchardus","Clupeidae","Sardina","25","Species","PT-IBTS"
"Callionymus","Callionymidae","Callionymus","25","Genus","PT-IBTS"
"Microchirus variegatus","Soleidae","Microchirus","25","Species","PT-IBTS"
"Chelon","Mugilidae","Chelon","25","Genus","PT-IBTS"
"Cepola macrophthalma","Cepolidae","Cepola","25","Species","PT-IBTS"
"Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus","25","Species","PT-IBTS"
"Anthias anthias","Serranidae","Anthias","25","Species","PT-IBTS"
"Eutrigla gurnardus","Triglidae","Eutrigla","25","Species","PT-IBTS"
"Arnoglossus thori","Bothidae","Arnoglossus","25","Species","PT-IBTS"
"Spicara maena","Sparidae","Spicara","25","Species","PT-IBTS"
"Callionymus lyra","Callionymidae","Callionymus","25","Species","PT-IBTS"
"Serranus cabrilla","Serranidae","Serranus","25","Species","PT-IBTS"
"Pagellus bogaraveo","Sparidae","Pagellus","25","Species","PT-IBTS"
"Phycis blennoides","Phycidae","Phycis","25","Species","PT-IBTS"
"Dicologlossa cuneata","Soleidae","Dicologlossa","25","Species","PT-IBTS"
"Gadiculus argenteus","Gadidae","Gadiculus","25","Species","PT-IBTS"
"Etmopterus spinax","Etmopteridae","Etmopterus","25","Species","PT-IBTS"
"Galeus melastomus","Pentanchidae","Galeus","25","Species","PT-IBTS"
"Mola mola","Molidae","Mola","25","Species","PT-IBTS"
"Scorpaena","Scorpaenidae","Scorpaena","25","Genus","PT-IBTS"
"Lophius piscatorius","Lophiidae","Lophius","25","Species","PT-IBTS"
"Argentina","Argentinidae","Argentina","25","Genus","PT-IBTS"
"Chelidonichthys obscurus","Triglidae","Chelidonichthys","25","Species","PT-IBTS"
"Atherina presbyter","Atherinidae","Atherina","25","Species","PT-IBTS"
"Arnoglossus rueppelii","Bothidae","Arnoglossus","25","Species","PT-IBTS"
"Raja clavata","Rajidae","Raja","25","Species","PT-IBTS"
"Raja miraletus","Rajidae","Raja","25","Species","PT-IBTS"
"Sarpa salpa","Sparidae","Sarpa","25","Species","PT-IBTS"
"Callanthias ruber","Callanthiidae","Callanthias","25","Species","PT-IBTS"
"Arnoglossus imperialis","Bothidae","Arnoglossus","25","Species","PT-IBTS"
"Chimaera monstrosa","Chimaeridae","Chimaera","25","Species","PT-IBTS"
"Raja montagui","Rajidae","Raja","25","Species","PT-IBTS"
"Raja undulata","Rajidae","Raja","25","Species","PT-IBTS"
"Chaunax pictus","Chaunacidae","Chaunax","25","Species","PT-IBTS"
"Trachurus mediterraneus","Carangidae","Trachurus","25","Species","PT-IBTS"
"Mullus barbatus barbatus","Mullidae","Mullus","25","Subspecies","PT-IBTS"
"Diplodus bellottii","Sparidae","Diplodus","25","Species","PT-IBTS"
"Pagrus auriga","Sparidae","Pagrus","25","Species","PT-IBTS"
"Sphoeroides pachygaster","Tetraodontidae","Sphoeroides","25","Species","PT-IBTS"
"Trisopterus minutus","Gadidae","Trisopterus","25","Species","PT-IBTS"
"Symphurus nigrescens","Cynoglossidae","Symphurus","25","Species","PT-IBTS"
"Chelidonichthys lucerna","Triglidae","Chelidonichthys","25","Species","PT-IBTS"
"Scophthalmus maximus","Scophthalmidae","Scophthalmus","25","Species","PT-IBTS"
"Diplodus annularis","Sparidae","Diplodus","25","Species","PT-IBTS"
"Maurolicus muelleri","Sternoptychidae","Maurolicus","25","Species","PT-IBTS"
"Phycis phycis","Phycidae","Phycis","25","Species","PT-IBTS"
"Echiichthys vipera","Trachinidae","Echiichthys","25","Species","PT-IBTS"
"Engraulis encrasicolus","Engraulidae","Engraulis","25","Species","PT-IBTS"
"Lepidotrigla dieuzeidei","Triglidae","Lepidotrigla","25","Species","PT-IBTS"
"Lepidotrigla cavillone","Triglidae","Lepidotrigla","25","Species","PT-IBTS"
"Sparus aurata","Sparidae","Sparus","25","Species","PT-IBTS"
"Myctophidae","Myctophidae",NA,"25","Family","PT-IBTS"
"Galeus atlanticus","Pentanchidae","Galeus","25","Species","PT-IBTS"
"Trigla lyra","Triglidae","Trigla","25","Species","PT-IBTS"
"Uranoscopus scaber","Uranoscopidae","Uranoscopus","25","Species","PT-IBTS"
"Scophthalmus rhombus","Scophthalmidae","Scophthalmus","25","Species","PT-IBTS"
"Bathysolea profundicola","Soleidae","Bathysolea","25","Species","PT-IBTS"
"Coelorinchus caelorhincus","Macrouridae","Coelorinchus","25","Species","PT-IBTS"
"Chlorophthalmus agassizi","Chlorophthalmidae","Chlorophthalmus","25","Species","PT-IBTS"
"Hoplostethus mediterraneus mediterraneus","Trachichthyidae","Hoplostethus","25","Subspecies","PT-IBTS"
"Pagellus bellottii","Sparidae","Pagellus","25","Species","PT-IBTS"
"Pollachius pollachius","Gadidae","Pollachius","25","Species","PT-IBTS"
"Melanogrammus aeglefinus","Gadidae","Melanogrammus","60","Species","ROCKALL"
"Argentina","Argentinidae","Argentina","60","Genus","ROCKALL"
"Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides","60","Species","ROCKALL"
"Eutrigla gurnardus","Triglidae","Eutrigla","60","Species","ROCKALL"
"Microstomus kitt","Pleuronectidae","Microstomus","60","Species","ROCKALL"
"Lophius piscatorius","Lophiidae","Lophius","60","Species","ROCKALL"
"Pollachius virens","Gadidae","Pollachius","60","Species","ROCKALL"
"Maurolicus muelleri","Sternoptychidae","Maurolicus","60","Species","ROCKALL"
"Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus","60","Species","ROCKALL"
"Micromesistius poutassou","Gadidae","Micromesistius","60","Species","ROCKALL"
"Microchirus variegatus","Soleidae","Microchirus","60","Species","ROCKALL"
"Sebastes viviparus","Sebastidae","Sebastes","60","Species","ROCKALL"
"Gadiculus argenteus","Gadidae","Gadiculus","60","Species","ROCKALL"
"Helicolenus dactylopterus","Sebastidae","Helicolenus","60","Species","ROCKALL"
"Brosme brosme","Lotidae","Brosme","60","Species","ROCKALL"
"Phycis blennoides","Phycidae","Phycis","60","Species","ROCKALL"
"Callionymus","Callionymidae","Callionymus","60","Genus","ROCKALL"
"Arnoglossus laterna","Bothidae","Arnoglossus","60","Species","ROCKALL"
"Molva molva","Lotidae","Molva","60","Species","ROCKALL"
"Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus","60","Species","ROCKALL"
"Anarhichas lupus","Anarhichadidae","Anarhichas","60","Species","ROCKALL"
"Dipturus","Rajidae","Dipturus","60","Genus","ROCKALL"
"Argyropelecus olfersii","Sternoptychidae","Argyropelecus","60","Species","ROCKALL"
"Raja clavata","Rajidae","Raja","60","Species","ROCKALL"
"Squalus acanthias","Squalidae","Squalus","60","Species","ROCKALL"
"Callionymus lyra","Callionymidae","Callionymus","60","Species","ROCKALL"
"Ammodytes marinus","Ammodytidae","Ammodytes","60","Species","ROCKALL"
"Scomber scombrus","Scombridae","Scomber","60","Species","ROCKALL"
"Gadus morhua","Gadidae","Gadus","60","Species","ROCKALL"
"Buglossidium luteum","Soleidae","Buglossidium","60","Species","ROCKALL"
"Trisopterus minutus","Gadidae","Trisopterus","60","Species","ROCKALL"
"Leucoraja fullonica","Rajidae","Leucoraja","60","Species","ROCKALL"
"Trachurus trachurus","Carangidae","Trachurus","60","Species","ROCKALL"
"Echiodon drummondii","Carapidae","Echiodon","60","Species","ROCKALL"
"Pomatoschistus","Gobiidae","Pomatoschistus","60","Genus","ROCKALL"
"Entelurus aequoreus","Syngnathidae","Entelurus","60","Species","ROCKALL"
"Arnoglossus imperialis","Bothidae","Arnoglossus","60","Species","ROCKALL"
"Hippoglossus hippoglossus","Pleuronectidae","Hippoglossus","60","Species","ROCKALL"
"Triglops murrayi","Cottidae","Triglops","60","Species","ROCKALL"
"Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus","60","Species","ROCKALL"
"Syngnathidae","Syngnathidae",NA,"60","Family","ROCKALL"
"Merlangius merlangus","Gadidae","Merlangius","60","Species","ROCKALL"
"Clupea harengus","Clupeidae","Clupea","60","Species","ROCKALL"
"Capros aper","Caproidae","Capros","60","Species","ROCKALL"
"Gaidropsarus macrophthalmus","Lotidae","Gaidropsarus","60","Species","ROCKALL"
"Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes","60","Species","ROCKALL"
"Schedophilus medusophagus","Centrolophidae","Schedophilus","60","Species","ROCKALL"
"Brama brama","Bramidae","Brama","60","Species","ROCKALL"
"Leucoraja circularis","Rajidae","Leucoraja","60","Species","ROCKALL"
"Limanda limanda","Pleuronectidae","Limanda","60","Species","ROCKALL"
"Leucoraja naevus","Rajidae","Leucoraja","60","Species","ROCKALL"
"Chirolophis ascanii","Stichaeidae","Chirolophis","60","Species","ROCKALL"
"Conger conger","Congridae","Conger","60","Species","ROCKALL"
"Gobiidae","Gobiidae",NA,"60","Family","ROCKALL"
"Chelidonichthys cuculus","Triglidae","Chelidonichthys","60","Species","ROCKALL"
"Scophthalmus maximus","Scophthalmidae","Scophthalmus","60","Species","ROCKALL"
"Ammodytidae","Ammodytidae",NA,"60","Family","ROCKALL"
"Merluccius merluccius","Merlucciidae","Merluccius","60","Species","ROCKALL"
"Phycidae","Phycidae",NA,"60","Family","ROCKALL"
"Trachipterus arcticus","Trachipteridae","Trachipterus","60","Species","ROCKALL"
"Chauliodus sloani","Stomiidae","Chauliodus","60","Species","ROCKALL"
"Chimaera monstrosa","Chimaeridae","Chimaera","60","Species","ROCKALL"
"Galeus melastomus","Pentanchidae","Galeus","60","Species","ROCKALL"
"Etmopterus spinax","Etmopteridae","Etmopterus","60","Species","ROCKALL"
"Lepidorhombus boscii","Scophthalmidae","Lepidorhombus","60","Species","ROCKALL"
"Molva dypterygia","Lotidae","Molva","60","Species","ROCKALL"
"Malacocephalus laevis","Macrouridae","Malacocephalus","60","Species","ROCKALL"
"Coelorinchus caelorhincus","Macrouridae","Coelorinchus","60","Species","ROCKALL"
"Dipturus oxyrinchus","Rajidae","Dipturus","60","Species","ROCKALL"
"Myctophidae","Myctophidae",NA,"60","Family","ROCKALL"
"Lophius budegassa","Lophiidae","Lophius","60","Species","ROCKALL"
"Parablennius gattorugine","Blenniidae","Parablennius","60","Species","ROCKALL"
"Mora moro","Moridae","Mora","60","Species","ROCKALL"
"Trigla lyra","Triglidae","Trigla","60","Species","ROCKALL"
"Dipturus nidarosiensis","Rajidae","Dipturus","60","Species","ROCKALL"
"Gaidropsarus vulgaris","Lotidae","Gaidropsarus","60","Species","ROCKALL"
"Agonus cataphractus","Agonidae","Agonus","60","Species","ROCKALL"
"Melanogrammus aeglefinus","Gadidae","Melanogrammus","24","Species","SWC-IBTS"
"Argentina","Argentinidae","Argentina","24","Genus","SWC-IBTS"
"Limanda limanda","Pleuronectidae","Limanda","24","Species","SWC-IBTS"
"Eutrigla gurnardus","Triglidae","Eutrigla","24","Species","SWC-IBTS"
"Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus","24","Species","SWC-IBTS"
"Clupea harengus","Clupeidae","Clupea","24","Species","SWC-IBTS"
"Scomber scombrus","Scombridae","Scomber","24","Species","SWC-IBTS"
"Chelidonichthys cuculus","Triglidae","Chelidonichthys","24","Species","SWC-IBTS"
"Trisopterus minutus","Gadidae","Trisopterus","24","Species","SWC-IBTS"
"Trisopterus esmarkii","Gadidae","Trisopterus","24","Species","SWC-IBTS"
"Merlangius merlangus","Gadidae","Merlangius","24","Species","SWC-IBTS"
"Callionymus lyra","Callionymidae","Callionymus","24","Species","SWC-IBTS"
"Gadus morhua","Gadidae","Gadus","24","Species","SWC-IBTS"
"Trachurus trachurus","Carangidae","Trachurus","24","Species","SWC-IBTS"
"Lophius piscatorius","Lophiidae","Lophius","24","Species","SWC-IBTS"
"Pleuronectes platessa","Pleuronectidae","Pleuronectes","24","Species","SWC-IBTS"
"Microstomus kitt","Pleuronectidae","Microstomus","24","Species","SWC-IBTS"
"Leucoraja naevus","Rajidae","Leucoraja","24","Species","SWC-IBTS"
"Buglossidium luteum","Soleidae","Buglossidium","24","Species","SWC-IBTS"
"Amblyraja radiata","Rajidae","Amblyraja","24","Species","SWC-IBTS"
"Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides","24","Species","SWC-IBTS"
"Raja montagui","Rajidae","Raja","24","Species","SWC-IBTS"
"Trisopterus esmarkii","Gadidae","Trisopterus","22","Species","SWC-IBTS"
"Melanogrammus aeglefinus","Gadidae","Melanogrammus","22","Species","SWC-IBTS"
"Eutrigla gurnardus","Triglidae","Eutrigla","22","Species","SWC-IBTS"
"Limanda limanda","Pleuronectidae","Limanda","22","Species","SWC-IBTS"
"Squalus acanthias","Squalidae","Squalus","22","Species","SWC-IBTS"
"Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus","22","Species","SWC-IBTS"
"Sprattus sprattus","Clupeidae","Sprattus","22","Species","SWC-IBTS"
"Merlangius merlangus","Gadidae","Merlangius","22","Species","SWC-IBTS"
"Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides","22","Species","SWC-IBTS"
"Trisopterus minutus","Gadidae","Trisopterus","22","Species","SWC-IBTS"
"Gadus morhua","Gadidae","Gadus","22","Species","SWC-IBTS"
"Amblyraja radiata","Rajidae","Amblyraja","22","Species","SWC-IBTS"
"Leucoraja naevus","Rajidae","Leucoraja","22","Species","SWC-IBTS"
"Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus","22","Species","SWC-IBTS"
"Clupea harengus","Clupeidae","Clupea","22","Species","SWC-IBTS"
"Molva molva","Lotidae","Molva","22","Species","SWC-IBTS"
"Zeus faber","Zeidae","Zeus","22","Species","SWC-IBTS"
"Pleuronectes platessa","Pleuronectidae","Pleuronectes","22","Species","SWC-IBTS"
"Trachurus trachurus","Carangidae","Trachurus","22","Species","SWC-IBTS"
"Microstomus kitt","Pleuronectidae","Microstomus","22","Species","SWC-IBTS"
"Argentina","Argentinidae","Argentina","22","Genus","SWC-IBTS"
"Chelidonichthys cuculus","Triglidae","Chelidonichthys","22","Species","SWC-IBTS"
"Helicolenus dactylopterus","Sebastidae","Helicolenus","24","Species","SWC-IBTS"
"Molva molva","Lotidae","Molva","24","Species","SWC-IBTS"
"Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus","24","Species","SWC-IBTS"
"Squalus acanthias","Squalidae","Squalus","24","Species","SWC-IBTS"
"Galeus melastomus","Pentanchidae","Galeus","24","Species","SWC-IBTS"
"Micromesistius poutassou","Gadidae","Micromesistius","24","Species","SWC-IBTS"
"Merluccius merluccius","Merlucciidae","Merluccius","24","Species","SWC-IBTS"
"Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus","24","Species","SWC-IBTS"
"Sprattus sprattus","Clupeidae","Sprattus","24","Species","SWC-IBTS"
"Pollachius virens","Gadidae","Pollachius","24","Species","SWC-IBTS"
"Gobiidae","Gobiidae",NA,"24","Family","SWC-IBTS"
"Gadiculus argenteus","Gadidae","Gadiculus","24","Species","SWC-IBTS"
"Conger conger","Congridae","Conger","24","Species","SWC-IBTS"
"Raja brachyura","Rajidae","Raja","24","Species","SWC-IBTS"
"Lumpenus lampretaeformis","Stichaeidae","Lumpenus","24","Species","SWC-IBTS"
"Phycis blennoides","Phycidae","Phycis","24","Species","SWC-IBTS"
"Raja clavata","Rajidae","Raja","24","Species","SWC-IBTS"
"Agonus cataphractus","Agonidae","Agonus","24","Species","SWC-IBTS"
"Galeorhinus galeus","Triakidae","Galeorhinus","24","Species","SWC-IBTS"
"Gaidropsarus vulgaris","Lotidae","Gaidropsarus","24","Species","SWC-IBTS"
"Malacocephalus laevis","Macrouridae","Malacocephalus","24","Species","SWC-IBTS"
"Zeus faber","Zeidae","Zeus","24","Species","SWC-IBTS"
"Callionymus","Callionymidae","Callionymus","24","Genus","SWC-IBTS"
"Ammodytes marinus","Ammodytidae","Ammodytes","24","Species","SWC-IBTS"
"Lophius budegassa","Lophiidae","Lophius","24","Species","SWC-IBTS"
"Solea solea","Soleidae","Solea","24","Species","SWC-IBTS"
"Dipturus","Rajidae","Dipturus","24","Genus","SWC-IBTS"
"Pollachius pollachius","Gadidae","Pollachius","24","Species","SWC-IBTS"
"Scophthalmus maximus","Scophthalmidae","Scophthalmus","24","Species","SWC-IBTS"
"Taurulus bubalis","Cottidae","Taurulus","24","Species","SWC-IBTS"
"Cepola macrophthalma","Cepolidae","Cepola","24","Species","SWC-IBTS"
"Hyperoplus lanceolatus","Ammodytidae","Hyperoplus","24","Species","SWC-IBTS"
"Lophius piscatorius","Lophiidae","Lophius","22","Species","SWC-IBTS"
"Callionymus lyra","Callionymidae","Callionymus","22","Species","SWC-IBTS"
"Anarhichas lupus","Anarhichadidae","Anarhichas","22","Species","SWC-IBTS"
"Agonus cataphractus","Agonidae","Agonus","22","Species","SWC-IBTS"
"Buglossidium luteum","Soleidae","Buglossidium","22","Species","SWC-IBTS"
