"Survey","HaulID","Area.swept","Area.doors"
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 33 33",0.117408997697025,0.444094696790039
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 42 42",0.121844163901613,0.474574173610692
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 40 40",0.10513105120068,0.359717839558967
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 43 43",0.121118957521292,0.469590389454798
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 32 32",0.115968158579034,0.434192920740771
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 25 25",0.11204008661872,0.40719831157812
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 26 26",0.111396999809257,0.402778871900205
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 31 31",0.117408997697025,0.444094696790039
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 27 27",0.122877193997074,0.481673392759925
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 8 8",0.118737445054117,0.453224090945788
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 48 48",0.135974899986598,0.571683824770004
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 14 14",0.134520387112645,0.561688079541531
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 13 13",0.134520387112645,0.561688079541531
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 7 7",0.124470857260286,0.492625411297757
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 38 38",0.126205211772841,0.50454429228795
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 36 36",0.120361509356568,0.464385032380316
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 39 39",0.11325773149917,0.415566245765362
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 35 35",0.118737445054117,0.453224090945788
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 29 29",0.1289882344663,0.523669860928176
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 28 28",0.128027992939332,0.517070861473951
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 21 21",0.125360090907676,0.49873642835857
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 22 22",0.122877193997074,0.481673392759925
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 44 44",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 45 45",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 23 23",0.124470857260286,0.492625411297757
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 10 10",0.11956881861884,0.45893748028147
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 9 9",0.126746202543059,0.508262104626979
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 4 4",0.129897238133281,0.529916742086533
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 3 3",0.130969275749721,0.537284029843949
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 2 2",0.132743802645456,0.549478984641862
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 24 24",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 46 46",0.129897238133281,0.529916742086533
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 20 20",0.1289882344663,0.523669860928176
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 19 19",0.1289882344663,0.523669860928176
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 18 18",0.129897238133281,0.529916742086533
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 47 47",0.132172583416054,0.545553435415755
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 51 51",0.132743802645456,0.549478984641862
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 5 5",0.132743802645456,0.549478984641862
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 6 6",0.125360090907676,0.49873642835857
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 50 50",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 16 16",0.136732348151322,0.576889181844486
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 37 37",0.118737445054117,0.453224090945788
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 11 11",0.128514876861724,0.520416839176331
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 52 52",0.132172583416054,0.545553435415755
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 15 15",0.135974899986598,0.571683824770004
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 12 12",0.130969275749721,0.537284029843949
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 1 1",0.130334179457625,0.532919502829425
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 30 30",0.129897238133281,0.529916742086533
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 17 17",0.13534372494132,0.567346245460705
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 41 41",0.103124054424087,0.345925298556099
"NS-IBTS","NS-IBTS 1974 1 NO 58JP GOV 60003 3",0.185248031937978,0.880061011320343
"NS-IBTS","NS-IBTS 1974 1 NO 58JP GOV 60001 1",0.130668965940376,0.58358235228424
"NS-IBTS","NS-IBTS 1975 1 NO 58J2 GOV 60013 13",0.108247366421835,0.429495990853081
"NS-IBTS","NS-IBTS 1975 1 NO 58J2 GOV 60012 12",0.11023108353956,0.44312854871436
"NS-IBTS","NS-IBTS 1975 1 NO 58J2 GOV 60014 14",0.108247366421835,0.429495990853081
"NS-IBTS","NS-IBTS 1975 1 NO 58J2 GOV 60015 15",0.10959450050608,0.438753804472911
"NS-IBTS","NS-IBTS 1975 1 NO 58J2 GOV 60016 16",0.118142678247443,0.497498837535527
